"Mapping_ID","Project_Name","Subject_Area","Source_System","Source_Database","Source_Schema","Source_Table","Source_Column","Source_Data_Type","Source_Length","Source_Nullable","Source_PK","Source_FK","Business_Rule_ID","Business_Rule_Name","Business_Definition","Transformation_Type","Transformation_Logic","Lookup_Table","Lookup_Join_Condition","Filter_Condition","Target_System","Target_Database","Target_Schema","Target_Table","Target_Column","Target_Data_Type","Target_Length","Target_Precision","Target_Scale","Target_Nullable","Target_PK","Target_FK","DQ_Rule","DQ_Severity","DQ_Action","SCD_Type","Effective_Date_Column","End_Date_Column","Current_Flag_Column","PII_Flag","Data_Masking_Rule","Owner","Approval_Status","Release","Notes"
"MAP_0067","DE Copilot Insurance Data Product","Policy Metrics","POLICY_ADMIN","SRC_DB","PUBLIC","SRC_CLAIM","SRC_METRIC_67","NUMBER","18","Y","N","N","BR_0067","Policy Metric Calculation","Derived business metric number 67","Derived","SUM(SRC_METRIC_67) OVER (PARTITION BY POLICY_NUMBER)","","","WHERE RECORD_STATUS = 'ACTIVE'","SNOWFLAKE","ANALYTICS_DB","CORE","POLICY_METRIC_FACT","METRIC_67","NUMBER","","18","2","Y","N","N","Must be greater than or equal to zero","MEDIUM","Flag Record","SCD1","","","","N","","Data Engineering Team","Approved","Release 1.0","Complex metric mapping generated for METRIC_67"
"MAP_0068","DE Copilot Insurance Data Product","Policy Metrics","POLICY_ADMIN","SRC_DB","PUBLIC","SRC_POLICY","SRC_METRIC_68","NUMBER","18","Y","N","N","BR_0068","Policy Metric Calculation","Derived business metric number 68","Derived","ROUND(SRC_METRIC_68, 2)","","","WHERE RECORD_STATUS = 'ACTIVE'","SNOWFLAKE","ANALYTICS_DB","CORE","POLICY_METRIC_FACT","METRIC_68","NUMBER","","18","2","Y","N","N","Must be greater than or equal to zero","MEDIUM","Flag Record","SCD1","","","","N","","Data Engineering Team","Approved","Release 1.0","Complex metric mapping generated for METRIC_68"
"MAP_0069","DE Copilot Insurance Data Product","Policy Metrics","POLICY_ADMIN","SRC_DB","PUBLIC","SRC_POLICY","SRC_METRIC_69","NUMBER","18","Y","N","N","BR_0069","Policy Metric Calculation","Derived business metric number 69","Derived","SUM(SRC_METRIC_69) OVER (PARTITION BY POLICY_NUMBER)","","","WHERE RECORD_STATUS = 'ACTIVE'","SNOWFLAKE","ANALYTICS_DB","CORE","POLICY_METRIC_FACT","METRIC_69","NUMBER","","18","2","Y","N","N","Must be greater than or equal to zero","MEDIUM","Flag Record","SCD1","","","","N","","Data Engineering Team","Approved","Release 1.0","Complex metric mapping generated for METRIC_69"
"MAP_0070","DE Copilot Insurance Data Product","Policy Metrics","POLICY_ADMIN","SRC_DB","PUBLIC","SRC_SUBMISSION","SRC_METRIC_70","NUMBER","18","Y","N","N","BR_0070","Policy Metric Calculation","Derived business metric number 70","Derived","SUM(SRC_METRIC_70) OVER (PARTITION BY POLICY_NUMBER)","","","WHERE RECORD_STATUS = 'ACTIVE'","SNOWFLAKE","ANALYTICS_DB","CORE","POLICY_METRIC_FACT","METRIC_70","NUMBER","","18","2","Y","N","N","Must be greater than or equal to zero","MEDIUM","Flag Record","SCD1","","","","N","","Data Engineering Team","Approved","Release 1.0","Complex metric mapping generated for METRIC_70"
"MAP_0071","DE Copilot Insurance Data Product","Policy Metrics","POLICY_ADMIN","SRC_DB","PUBLIC","SRC_BILLING","SRC_METRIC_71","NUMBER","18","Y","N","N","BR_0071","Policy Metric Calculation","Derived business metric number 71","Derived","SRC_METRIC_71 * 1.05","","","WHERE RECORD_STATUS = 'ACTIVE'","SNOWFLAKE","ANALYTICS_DB","CORE","POLICY_METRIC_FACT","METRIC_71","NUMBER","","18","2","Y","N","N","Must be greater than or equal to zero","MEDIUM","Flag Record","SCD1","","","","N","","Data Engineering Team","Approved","Release 1.0","Complex metric mapping generated for METRIC_71"
"MAP_0072","DE Copilot Insurance Data Product","Policy Metrics","POLICY_ADMIN","SRC_DB","PUBLIC","SRC_POLICY","SRC_METRIC_72","NUMBER","18","Y","N","N","BR_0072","Policy Metric Calculation","Derived business metric number 72","Derived","SRC_METRIC_72 * 1.05","","","WHERE RECORD_STATUS = 'ACTIVE'","SNOWFLAKE","ANALYTICS_DB","CORE","POLICY_METRIC_FACT","METRIC_72","NUMBER","","18","2","Y","N","N","Must be greater than or equal to zero","MEDIUM","Flag Record","SCD1","","","","N","","Data Engineering Team","Approved","Release 1.0","Complex metric mapping generated for METRIC_72"
"MAP_0073","DE Copilot Insurance Data Product","Policy Metrics","POLICY_ADMIN","SRC_DB","PUBLIC","SRC_CLAIM","SRC_METRIC_73","NUMBER","18","Y","N","N","BR_0073","Policy Metric Calculation","Derived business metric number 73","Derived","COALESCE(SRC_METRIC_73, 0)","","","WHERE RECORD_STATUS = 'ACTIVE'","SNOWFLAKE","ANALYTICS_DB","CORE","POLICY_METRIC_FACT","METRIC_73","NUMBER","","18","2","Y","N","N","Must be greater than or equal to zero","MEDIUM","Flag Record","SCD1","","","","N","","Data Engineering Team","Approved","Release 1.0","Complex metric mapping generated for METRIC_73"
"MAP_0074","DE Copilot Insurance Data Product","Policy Metrics","POLICY_ADMIN","SRC_DB","PUBLIC","SRC_SUBMISSION","SRC_METRIC_74","NUMBER","18","Y","N","N","BR_0074","Policy Metric Calculation","Derived business metric number 74","Derived","SRC_METRIC_74 * 1.05","","","WHERE RECORD_STATUS = 'ACTIVE'","SNOWFLAKE","ANALYTICS_DB","CORE","POLICY_METRIC_FACT","METRIC_74","NUMBER","","18","2","Y","N","N","Must be greater than or equal to zero","MEDIUM","Flag Record","SCD1","","","","N","","Data Engineering Team","Approved","Release 1.0","Complex metric mapping generated for METRIC_74"
"MAP_0075","DE Copilot Insurance Data Product","Policy Metrics","POLICY_ADMIN","SRC_DB","PUBLIC","SRC_SUBMISSION","SRC_METRIC_75","NUMBER","18","Y","N","N","BR_0075","Policy Metric Calculation","Derived business metric number 75","Derived","SUM(SRC_METRIC_75) OVER (PARTITION BY POLICY_NUMBER)","","","WHERE RECORD_STATUS = 'ACTIVE'","SNOWFLAKE","ANALYTICS_DB","CORE","POLICY_METRIC_FACT","METRIC_75","NUMBER","","18","2","Y","N","N","Must be greater than or equal to zero","MEDIUM","Flag Record","SCD1","","","","N","","Data Engineering Team","Approved","Release 1.0","Complex metric mapping generated for METRIC_75"
"MAP_0076","DE Copilot Insurance Data Product","Policy Metrics","POLICY_ADMIN","SRC_DB","PUBLIC","SRC_POLICY","SRC_METRIC_76","NUMBER","18","Y","N","N","BR_0076","Policy Metric Calculation","Derived business metric number 76","Derived","ROUND(SRC_METRIC_76, 2)","","","WHERE RECORD_STATUS = 'ACTIVE'","SNOWFLAKE","ANALYTICS_DB","CORE","POLICY_METRIC_FACT","METRIC_76","NUMBER","","18","2","Y","N","N","Must be greater than or equal to zero","MEDIUM","Flag Record","SCD1","","","","N","","Data Engineering Team","Approved","Release 1.0","Complex metric mapping generated for METRIC_76"
"MAP_0077","DE Copilot Insurance Data Product","Policy Metrics","POLICY_ADMIN","SRC_DB","PUBLIC","SRC_SUBMISSION","SRC_METRIC_77","NUMBER","18","Y","N","N","BR_0077","Policy Metric Calculation","Derived business metric number 77","Derived","SUM(SRC_METRIC_77) OVER (PARTITION BY POLICY_NUMBER)","","","WHERE RECORD_STATUS = 'ACTIVE'","SNOWFLAKE","ANALYTICS_DB","CORE","POLICY_METRIC_FACT","METRIC_77","NUMBER","","18","2","Y","N","N","Must be greater than or equal to zero","MEDIUM","Flag Record","SCD1","","","","N","","Data Engineering Team","Approved","Release 1.0","Complex metric mapping generated for METRIC_77"
"MAP_0078","DE Copilot Insurance Data Product","Policy Metrics","POLICY_ADMIN","SRC_DB","PUBLIC","SRC_CLAIM","SRC_METRIC_78","NUMBER","18","Y","N","N","BR_0078","Policy Metric Calculation","Derived business metric number 78","Derived","CASE WHEN SRC_METRIC_78 < 0 THEN 0 ELSE SRC_METRIC_78 END","","","WHERE RECORD_STATUS = 'ACTIVE'","SNOWFLAKE","ANALYTICS_DB","CORE","POLICY_METRIC_FACT","METRIC_78","NUMBER","","18","2","Y","N","N","Must be greater than or equal to zero","MEDIUM","Flag Record","SCD1","","","","N","","Data Engineering Team","Approved","Release 1.0","Complex metric mapping generated for METRIC_78"
"MAP_0079","DE Copilot Insurance Data Product","Policy Metrics","POLICY_ADMIN","SRC_DB","PUBLIC","SRC_BILLING","SRC_METRIC_79","NUMBER","18","Y","N","N","BR_0079","Policy Metric Calculation","Derived business metric number 79","Derived","SUM(SRC_METRIC_79) OVER (PARTITION BY POLICY_NUMBER)","","","WHERE RECORD_STATUS = 'ACTIVE'","SNOWFLAKE","ANALYTICS_DB","CORE","POLICY_METRIC_FACT","METRIC_79","NUMBER","","18","2","Y","N","N","Must be greater than or equal to zero","MEDIUM","Flag Record","SCD1","","","","N","","Data Engineering Team","Approved","Release 1.0","Complex metric mapping generated for METRIC_79"
"MAP_0080","DE Copilot Insurance Data Product","Policy Metrics","POLICY_ADMIN","SRC_DB","PUBLIC","SRC_BILLING","SRC_METRIC_80","NUMBER","18","Y","N","N","BR_0080","Policy Metric Calculation","Derived business metric number 80","Derived","CASE WHEN SRC_METRIC_80 < 0 THEN 0 ELSE SRC_METRIC_80 END","","","WHERE RECORD_STATUS = 'ACTIVE'","SNOWFLAKE","ANALYTICS_DB","CORE","POLICY_METRIC_FACT","METRIC_80","NUMBER","","18","2","Y","N","N","Must be greater than or equal to zero","MEDIUM","Flag Record","SCD1","","","","N","","Data Engineering Team","Approved","Release 1.0","Complex metric mapping generated for METRIC_80"
"MAP_0081","DE Copilot Insurance Data Product","Policy Metrics","POLICY_ADMIN","SRC_DB","PUBLIC","SRC_BILLING","SRC_METRIC_81","NUMBER","18","Y","N","N","BR_0081","Policy Metric Calculation","Derived business metric number 81","Derived","SUM(SRC_METRIC_81) OVER (PARTITION BY POLICY_NUMBER)","","","WHERE RECORD_STATUS = 'ACTIVE'","SNOWFLAKE","ANALYTICS_DB","CORE","POLICY_METRIC_FACT","METRIC_81","NUMBER","","18","2","Y","N","N","Must be greater than or equal to zero","MEDIUM","Flag Record","SCD1","","","","N","","Data Engineering Team","Approved","Release 1.0","Complex metric mapping generated for METRIC_81"
"MAP_0082","DE Copilot Insurance Data Product","Policy Metrics","POLICY_ADMIN","SRC_DB","PUBLIC","SRC_SUBMISSION","SRC_METRIC_82","NUMBER","18","Y","N","N","BR_0082","Policy Metric Calculation","Derived business metric number 82","Derived","CASE WHEN SRC_METRIC_82 < 0 THEN 0 ELSE SRC_METRIC_82 END","","","WHERE RECORD_STATUS = 'ACTIVE'","SNOWFLAKE","ANALYTICS_DB","CORE","POLICY_METRIC_FACT","METRIC_82","NUMBER","","18","2","Y","N","N","Must be greater than or equal to zero","MEDIUM","Flag Record","SCD1","","","","N","","Data Engineering Team","Approved","Release 1.0","Complex metric mapping generated for METRIC_82"
"MAP_0083","DE Copilot Insurance Data Product","Policy Metrics","POLICY_ADMIN","SRC_DB","PUBLIC","SRC_POLICY","SRC_METRIC_83","NUMBER","18","Y","N","N","BR_0083","Policy Metric Calculation","Derived business metric number 83","Derived","CASE WHEN SRC_METRIC_83 < 0 THEN 0 ELSE SRC_METRIC_83 END","","","WHERE RECORD_STATUS = 'ACTIVE'","SNOWFLAKE","ANALYTICS_DB","CORE","POLICY_METRIC_FACT","METRIC_83","NUMBER","","18","2","Y","N","N","Must be greater than or equal to zero","MEDIUM","Flag Record","SCD1","","","","N","","Data Engineering Team","Approved","Release 1.0","Complex metric mapping generated for METRIC_83"
"MAP_0084","DE Copilot Insurance Data Product","Policy Metrics","POLICY_ADMIN","SRC_DB","PUBLIC","SRC_BILLING","SRC_METRIC_84","NUMBER","18","Y","N","N","BR_0084","Policy Metric Calculation","Derived business metric number 84","Derived","COALESCE(SRC_METRIC_84, 0)","","","WHERE RECORD_STATUS = 'ACTIVE'","SNOWFLAKE","ANALYTICS_DB","CORE","POLICY_METRIC_FACT","METRIC_84","NUMBER","","18","2","Y","N","N","Must be greater than or equal to zero","MEDIUM","Flag Record","SCD1","","","","N","","Data Engineering Team","Approved","Release 1.0","Complex metric mapping generated for METRIC_84"
"MAP_0085","DE Copilot Insurance Data Product","Policy Metrics","POLICY_ADMIN","SRC_DB","PUBLIC","SRC_SUBMISSION","SRC_METRIC_85","NUMBER","18","Y","N","N","BR_0085","Policy Metric Calculation","Derived business metric number 85","Derived","SUM(SRC_METRIC_85) OVER (PARTITION BY POLICY_NUMBER)","","","WHERE RECORD_STATUS = 'ACTIVE'","SNOWFLAKE","ANALYTICS_DB","CORE","POLICY_METRIC_FACT","METRIC_85","NUMBER","","18","2","Y","N","N","Must be greater than or equal to zero","MEDIUM","Flag Record","SCD1","","","","N","","Data Engineering Team","Approved","Release 1.0","Complex metric mapping generated for METRIC_85"
"MAP_0086","DE Copilot Insurance Data Product","Policy Metrics","POLICY_ADMIN","SRC_DB","PUBLIC","SRC_BILLING","SRC_METRIC_86","NUMBER","18","Y","N","N","BR_0086","Policy Metric Calculation","Derived business metric number 86","Derived","ROUND(SRC_METRIC_86, 2)","","","WHERE RECORD_STATUS = 'ACTIVE'","SNOWFLAKE","ANALYTICS_DB","CORE","POLICY_METRIC_FACT","METRIC_86","NUMBER","","18","2","Y","N","N","Must be greater than or equal to zero","MEDIUM","Flag Record","SCD1","","","","N","","Data Engineering Team","Approved","Release 1.0","Complex metric mapping generated for METRIC_86"
"MAP_0087","DE Copilot Insurance Data Product","Policy Metrics","POLICY_ADMIN","SRC_DB","PUBLIC","SRC_CLAIM","SRC_METRIC_87","NUMBER","18","Y","N","N","BR_0087","Policy Metric Calculation","Derived business metric number 87","Derived","SRC_METRIC_87 * 1.05","","","WHERE RECORD_STATUS = 'ACTIVE'","SNOWFLAKE","ANALYTICS_DB","CORE","POLICY_METRIC_FACT","METRIC_87","NUMBER","","18","2","Y","N","N","Must be greater than or equal to zero","MEDIUM","Flag Record","SCD1","","","","N","","Data Engineering Team","Approved","Release 1.0","Complex metric mapping generated for METRIC_87"
"MAP_0088","DE Copilot Insurance Data Product","Policy Metrics","POLICY_ADMIN","SRC_DB","PUBLIC","SRC_CLAIM","SRC_METRIC_88","NUMBER","18","Y","N","N","BR_0088","Policy Metric Calculation","Derived business metric number 88","Derived","ROUND(SRC_METRIC_88, 2)","","","WHERE RECORD_STATUS = 'ACTIVE'","SNOWFLAKE","ANALYTICS_DB","CORE","POLICY_METRIC_FACT","METRIC_88","NUMBER","","18","2","Y","N","N","Must be greater than or equal to zero","MEDIUM","Flag Record","SCD1","","","","N","","Data Engineering Team","Approved","Release 1.0","Complex metric mapping generated for METRIC_88"
"MAP_0089","DE Copilot Insurance Data Product","Policy Metrics","POLICY_ADMIN","SRC_DB","PUBLIC","SRC_BILLING","SRC_METRIC_89","NUMBER","18","Y","N","N","BR_0089","Policy Metric Calculation","Derived business metric number 89","Derived","SUM(SRC_METRIC_89) OVER (PARTITION BY POLICY_NUMBER)","","","WHERE RECORD_STATUS = 'ACTIVE'","SNOWFLAKE","ANALYTICS_DB","CORE","POLICY_METRIC_FACT","METRIC_89","NUMBER","","18","2","Y","N","N","Must be greater than or equal to zero","MEDIUM","Flag Record","SCD1","","","","N","","Data Engineering Team","Approved","Release 1.0","Complex metric mapping generated for METRIC_89"
"MAP_0090","DE Copilot Insurance Data Product","Policy Metrics","POLICY_ADMIN","SRC_DB","PUBLIC","SRC_BILLING","SRC_METRIC_90","NUMBER","18","Y","N","N","BR_0090","Policy Metric Calculation","Derived business metric number 90","Derived","CASE WHEN SRC_METRIC_90 < 0 THEN 0 ELSE SRC_METRIC_90 END","","","WHERE RECORD_STATUS = 'ACTIVE'","SNOWFLAKE","ANALYTICS_DB","CORE","POLICY_METRIC_FACT","METRIC_90","NUMBER","","18","2","Y","N","N","Must be greater than or equal to zero","MEDIUM","Flag Record","SCD1","","","","N","","Data Engineering Team","Approved","Release 1.0","Complex metric mapping generated for METRIC_90"
"MAP_0091","DE Copilot Insurance Data Product","Policy Metrics","POLICY_ADMIN","SRC_DB","PUBLIC","SRC_BILLING","SRC_METRIC_91","NUMBER","18","Y","N","N","BR_0091","Policy Metric Calculation","Derived business metric number 91","Derived","ROUND(SRC_METRIC_91, 2)","","","WHERE RECORD_STATUS = 'ACTIVE'","SNOWFLAKE","ANALYTICS_DB","CORE","POLICY_METRIC_FACT","METRIC_91","NUMBER","","18","2","Y","N","N","Must be greater than or equal to zero","MEDIUM","Flag Record","SCD1","","","","N","","Data Engineering Team","Approved","Release 1.0","Complex metric mapping generated for METRIC_91"
"MAP_0092","DE Copilot Insurance Data Product","Policy Metrics","POLICY_ADMIN","SRC_DB","PUBLIC","SRC_BILLING","SRC_METRIC_92","NUMBER","18","Y","N","N","BR_0092","Policy Metric Calculation","Derived business metric number 92","Derived","CASE WHEN SRC_METRIC_92 < 0 THEN 0 ELSE SRC_METRIC_92 END","","","WHERE RECORD_STATUS = 'ACTIVE'","SNOWFLAKE","ANALYTICS_DB","CORE","POLICY_METRIC_FACT","METRIC_92","NUMBER","","18","2","Y","N","N","Must be greater than or equal to zero","MEDIUM","Flag Record","SCD1","","","","N","","Data Engineering Team","Approved","Release 1.0","Complex metric mapping generated for METRIC_92"
"MAP_0093","DE Copilot Insurance Data Product","Policy Metrics","POLICY_ADMIN","SRC_DB","PUBLIC","SRC_CLAIM","SRC_METRIC_93","NUMBER","18","Y","N","N","BR_0093","Policy Metric Calculation","Derived business metric number 93","Derived","COALESCE(SRC_METRIC_93, 0)","","","WHERE RECORD_STATUS = 'ACTIVE'","SNOWFLAKE","ANALYTICS_DB","CORE","POLICY_METRIC_FACT","METRIC_93","NUMBER","","18","2","Y","N","N","Must be greater than or equal to zero","MEDIUM","Flag Record","SCD1","","","","N","","Data Engineering Team","Approved","Release 1.0","Complex metric mapping generated for METRIC_93"
"MAP_0094","DE Copilot Insurance Data Product","Policy Metrics","POLICY_ADMIN","SRC_DB","PUBLIC","SRC_SUBMISSION","SRC_METRIC_94","NUMBER","18","Y","N","N","BR_0094","Policy Metric Calculation","Derived business metric number 94","Derived","CASE WHEN SRC_METRIC_94 < 0 THEN 0 ELSE SRC_METRIC_94 END","","","WHERE RECORD_STATUS = 'ACTIVE'","SNOWFLAKE","ANALYTICS_DB","CORE","POLICY_METRIC_FACT","METRIC_94","NUMBER","","18","2","Y","N","N","Must be greater than or equal to zero","MEDIUM","Flag Record","SCD1","","","","N","","Data Engineering Team","Approved","Release 1.0","Complex metric mapping generated for METRIC_94"
"MAP_0095","DE Copilot Insurance Data Product","Policy Metrics","POLICY_ADMIN","SRC_DB","PUBLIC","SRC_POLICY","SRC_METRIC_95","NUMBER","18","Y","N","N","BR_0095","Policy Metric Calculation","Derived business metric number 95","Derived","ROUND(SRC_METRIC_95, 2)","","","WHERE RECORD_STATUS = 'ACTIVE'","SNOWFLAKE","ANALYTICS_DB","CORE","POLICY_METRIC_FACT","METRIC_95","NUMBER","","18","2","Y","N","N","Must be greater than or equal to zero","MEDIUM","Flag Record","SCD1","","","","N","","Data Engineering Team","Approved","Release 1.0","Complex metric mapping generated for METRIC_95"
"MAP_0096","DE Copilot Insurance Data Product","Policy Metrics","POLICY_ADMIN","SRC_DB","PUBLIC","SRC_POLICY","SRC_METRIC_96","NUMBER","18","Y","N","N","BR_0096","Policy Metric Calculation","Derived business metric number 96","Derived","CASE WHEN SRC_METRIC_96 < 0 THEN 0 ELSE SRC_METRIC_96 END","","","WHERE RECORD_STATUS = 'ACTIVE'","SNOWFLAKE","ANALYTICS_DB","CORE","POLICY_METRIC_FACT","METRIC_96","NUMBER","","18","2","Y","N","N","Must be greater than or equal to zero","MEDIUM","Flag Record","SCD1","","","","N","","Data Engineering Team","Approved","Release 1.0","Complex metric mapping generated for METRIC_96"
"MAP_0097","DE Copilot Insurance Data Product","Policy Metrics","POLICY_ADMIN","SRC_DB","PUBLIC","SRC_BILLING","SRC_METRIC_97","NUMBER","18","Y","N","N","BR_0097","Policy Metric Calculation","Derived business metric number 97","Derived","ROUND(SRC_METRIC_97, 2)","","","WHERE RECORD_STATUS = 'ACTIVE'","SNOWFLAKE","ANALYTICS_DB","CORE","POLICY_METRIC_FACT","METRIC_97","NUMBER","","18","2","Y","N","N","Must be greater than or equal to zero","MEDIUM","Flag Record","SCD1","","","","N","","Data Engineering Team","Approved","Release 1.0","Complex metric mapping generated for METRIC_97"
"MAP_0098","DE Copilot Insurance Data Product","Policy Metrics","POLICY_ADMIN","SRC_DB","PUBLIC","SRC_SUBMISSION","SRC_METRIC_98","NUMBER","18","Y","N","N","BR_0098","Policy Metric Calculation","Derived business metric number 98","Derived","SRC_METRIC_98 * 1.05","","","WHERE RECORD_STATUS = 'ACTIVE'","SNOWFLAKE","ANALYTICS_DB","CORE","POLICY_METRIC_FACT","METRIC_98","NUMBER","","18","2","Y","N","N","Must be greater than or equal to zero","MEDIUM","Flag Record","SCD1","","","","N","","Data Engineering Team","Approved","Release 1.0","Complex metric mapping generated for METRIC_98"
"MAP_0099","DE Copilot Insurance Data Product","Policy Metrics","POLICY_ADMIN","SRC_DB","PUBLIC","SRC_SUBMISSION","SRC_METRIC_99","NUMBER","18","Y","N","N","BR_0099","Policy Metric Calculation","Derived business metric number 99","Derived","ROUND(SRC_METRIC_99, 2)","","","WHERE RECORD_STATUS = 'ACTIVE'","SNOWFLAKE","ANALYTICS_DB","CORE","POLICY_METRIC_FACT","METRIC_99","NUMBER","","18","2","Y","N","N","Must be greater than or equal to zero","MEDIUM","Flag Record","SCD1","","","","N","","Data Engineering Team","Approved","Release 1.0","Complex metric mapping generated for METRIC_99"
"MAP_0100","DE Copilot Insurance Data Product","Policy Metrics","POLICY_ADMIN","SRC_DB","PUBLIC","SRC_BILLING","SRC_METRIC_100","NUMBER","18","Y","N","N","BR_0100","Policy Metric Calculation","Derived business metric number 100","Derived","CASE WHEN SRC_METRIC_100 < 0 THEN 0 ELSE SRC_METRIC_100 END","","","WHERE RECORD_STATUS = 'ACTIVE'","SNOWFLAKE","ANALYTICS_DB","CORE","POLICY_METRIC_FACT","METRIC_100","NUMBER","","18","2","Y","N","N","Must be greater than or equal to zero","MEDIUM","Flag Record","SCD1","","","","N","","Data Engineering Team","Approved","Release 1.0","Complex metric mapping generated for METRIC_100"
